A,B,C,D,E,F,G,H,X,Y
99,596,627,2506,1,86,59958,62701,0,99
58,350,154,616,70,43,2117529,15470,0,58
7,42,276,1103,38,10,1142130,27638,0,7
7,40,697,2788,72,56,2162268,69772,0,7
21,125,282,1127,30,58,906474,28230,0,21
63,378,106,425,84,72,2539116,10684,0,63
82,495,404,1616,76,24,2304672,40476,0,82
24,142,408,1633,49,64,1477392,40849,0,24
49,294,630,2520,4,76,134928,63004,0,49
68,410,181,726,37,46,1130538,18137,0,68
92,552,972,3890,35,50,1077750,97235,0,92
7,39,810,3238,75,17,2252151,81075,0,7
8,50,916,3664,43,29,1292487,91643,0,8
20,119,441,1763,33,81,996243,44133,0,20
50,299,638,2551,3,11,105033,63803,0,50
1,4,55,219,88,17,2640351,5588,0,1
79,477,267,1067,12,59,383877,26712,0,79
17,105,585,2341,17,43,515229,58517,0,17
84,505,296,1185,53,26,1615278,29653,0,84
41,247,1,2,89,65,2682495,189,0,41
59,356,360,1441,80,46,2417838,36080,0,59
27,162,899,3598,72,2,2168106,89972,0,27
7,39,334,1336,25,15,752145,33425,0,7
30,179,167,670,11,43,339129,16711,0,30
34,206,345,1380,5,1,160203,34505,0,34
51,305,702,2807,46,74,1395522,70246,0,51
16,97,248,992,51,96,1535088,24851,0,16
1,3,249,994,93,42,2790426,24993,0,1
90,540,967,3868,23,66,717198,96723,0,90
11,67,194,777,50,89,1503567,19450,0,11
56,334,765,3062,25,66,766998,76525,0,56
89,531,266,1064,38,98,1166994,26638,0,89
54,323,568,2271,99,79,2986437,56899,0,54
32,190,981,3923,35,41,1059723,98135,0,32
74,443,247,986,11,8,352224,24711,0,74
42,251,698,2792,98,78,2952834,69898,0,42
37,222,981,3923,12,90,371370,98112,0,37
45,273,282,1126,11,81,343743,28211,0,45
88,526,929,3715,86,30,2606490,92986,0,88
43,257,931,3724,15,98,463194,93115,0,43
11,64,634,2535,29,95,873585,63429,0,11
35,213,644,2577,79,59,2380677,64479,0,35
21,128,286,1144,94,61,2826483,28694,0,21
13,81,502,2008,36,10,1083930,50236,0,13
80,478,396,1582,83,92,2514276,39683,0,80
26,154,523,2091,98,81,2948043,52398,0,26
73,440,635,2541,7,69,232107,63507,0,73
55,327,6,23,21,99,646797,621,0,55
2,15,415,1658,9,20,270660,41509,0,2
6,33,206,825,37,54,1111962,20637,0,6
75,450,951,3802,5,68,172704,95105,0,75
5,29,396,1586,62,31,1861593,39662,0,5
63,380,623,2490,24,48,739044,62324,0,63
4,21,561,2244,79,63,2371389,56179,0,4
32,189,538,2150,72,26,2169678,53872,0,32
49,295,525,2098,55,76,1664928,52555,0,49
59,352,711,2843,55,74,1667922,71155,0,59
48,291,944,3775,23,30,704490,94423,0,48
70,423,3,10,17,37,531111,317,0,70
48,286,129,516,52,80,1574640,12952,0,48
65,387,472,1887,29,55,889665,47229,0,65
21,124,68,272,23,78,696534,6823,0,21
81,487,718,2874,49,78,1494534,71849,0,81
1,6,493,1972,56,81,1680543,49356,0,1
27,161,931,3723,0,28,8184,93100,0,27
90,537,221,884,44,60,1347180,22144,0,90
66,395,429,1718,35,52,1069956,42935,0,66
45,273,58,234,69,6,2083518,5869,0,45
23,136,83,330,17,23,516969,8317,0,23
37,222,121,484,18,21,551163,12118,0,37
61,369,213,854,51,52,1548456,21351,0,61
15,89,230,919,88,57,2644671,23088,0,15
49,292,36,145,15,64,464892,3615,0,49
95,570,611,2442,42,12,1288536,61142,0,95
35,210,676,2704,57,25,1720575,67657,0,35
35,208,476,1906,13,87,400761,47613,0,35
65,391,24,95,31,85,949755,2431,0,65
19,112,598,2392,57,26,1715778,59857,0,19
0,-3,185,741,66,93,1980279,18566,0,0
41,247,207,826,30,24,912372,20730,0,41
48,285,36,144,38,18,1154454,3638,0,48
89,531,643,2574,47,36,1436808,64347,0,89
57,339,828,3314,31,96,947388,82831,0,57
22,129,628,2513,30,48,906744,62830,0,22
8,50,725,2898,8,70,242610,72508,0,8
93,555,985,3941,87,60,2638080,98587,0,93
8,50,872,3487,26,48,782544,87226,0,8
75,451,488,1950,96,5,2902515,48896,0,75
87,522,264,1058,31,89,956367,26431,0,87
43,260,893,3570,11,7,342921,89311,0,43
81,488,30,122,72,5,2184315,3072,0,81
59,352,534,2135,99,47,2987841,53499,0,59
61,365,921,3684,63,19,1908357,92163,0,61
70,422,266,1066,13,41,411123,26613,0,70
43,256,787,3150,2,87,73161,78702,0,43
94,566,150,601,56,81,1708443,15056,0,94
19,114,540,2160,20,8,605724,54020,0,19
29,177,610,2438,64,42,1928826,61064,0,29
53,317,460,1839,71,93,2146179,46071,0,53
62,372,130,519,91,10,2748630,13091,0,62
68,406,123,492,81,45,2450535,12381,0,68
89,534,613,2450,31,61,956883,61331,0,89
34,201,864,3454,83,12,2500236,86483,0,34
58,347,690,2759,93,75,2807625,69093,0,58
88,531,790,3161,13,74,416622,79013,0,88
33,196,72,288,52,38,1570014,7252,0,33
84,502,110,441,95,92,2875476,11095,0,84
99,594,811,3243,80,73,2429919,81180,0,99
93,561,481,1924,51,1,1557903,48151,0,93
24,145,241,966,5,57,157371,24105,0,24
80,477,936,3743,77,6,2334018,93677,0,80
24,145,707,2830,65,58,1957374,70765,0,24
11,67,474,1895,44,11,1323333,47444,0,11
6,38,338,1351,75,36,2251908,33875,0,6
54,324,416,1663,6,22,196266,41606,0,54
68,408,767,3070,78,92,2360676,76778,0,68
54,323,145,578,90,41,2716323,14590,0,54
66,393,292,1170,28,96,860088,29228,0,66
8,49,753,3013,31,93,932679,75331,0,8
0,-3,815,3260,36,30,1080090,81536,0,0
14,82,860,3438,66,69,1984407,86066,0,14
17,100,93,373,64,96,1925388,9364,0,17
93,555,297,1186,54,34,1648002,29754,0,93
24,141,650,2601,79,23,2377269,65079,0,24
45,268,787,3148,99,9,2983527,78799,0,45
11,63,572,2288,5,69,153507,57205,0,11
65,390,813,3254,69,89,2089767,81369,0,65
70,420,974,3896,81,51,2451153,97481,0,70
5,31,722,2889,83,63,2491689,72283,0,5
14,85,524,2097,33,14,994242,52433,0,14
73,435,909,3635,77,5,2331915,90977,0,73
97,581,170,679,88,0,2669100,17088,0,97
85,511,525,2099,88,87,2665761,52588,0,85
72,431,703,2812,84,3,2541609,70384,0,72
63,375,33,134,82,16,2478948,3382,0,63
74,445,983,3933,83,49,2512347,98383,0,74
90,541,656,2622,21,46,657138,65621,0,90
67,404,893,3574,83,88,2510364,89383,0,67
32,191,483,1933,23,40,699720,48323,0,32
57,345,260,1038,77,41,2327223,26077,0,57
22,135,798,3190,3,16,96648,79803,0,22
86,516,516,2066,20,49,625947,51620,0,86
11,65,151,604,47,7,1413321,15147,0,11
76,459,929,3715,85,2,2572806,92985,0,76
0,-3,41,163,54,59,1620177,4154,0,0
52,310,369,1475,19,26,585678,36919,0,52
20,121,360,1438,72,13,2166039,36072,0,20
30,183,181,724,63,47,1899141,18163,0,30
24,142,715,2860,48,36,1447308,71548,0,24
82,492,88,351,13,8,414624,8813,0,82
6,36,373,1492,44,17,1321851,37344,0,6
11,64,787,3146,30,11,903333,78730,0,11
41,247,860,3441,75,66,2262498,86075,0,41
63,377,264,1056,72,77,2179131,26472,0,63
14,83,859,3434,83,11,2494233,85983,0,14
90,541,954,3815,76,4,2307012,95476,0,90
31,185,661,2645,3,58,99474,66103,0,31
23,135,866,3464,17,87,517161,86617,0,23
79,471,412,1646,26,52,803856,41226,0,79
49,292,916,3664,49,71,1484913,91649,0,49
58,346,5,22,90,38,2717514,590,0,58
73,437,747,2990,59,57,1792071,74759,0,73
53,321,40,160,9,87,286161,4009,0,53
3,17,730,2919,42,69,1261107,73042,0,3
5,32,529,2115,38,34,1141602,52938,0,5
33,199,431,1725,23,21,699963,43123,0,33
16,93,490,1961,39,71,1175013,49039,0,16
10,59,925,3702,13,70,393210,92513,0,10
95,568,824,3298,98,3,2968509,82498,0,95
15,93,880,3520,27,2,814506,88027,0,15
29,172,853,3410,57,67,1718901,85357,0,29
1,9,102,408,59,69,1770507,10259,0,1
25,152,359,1435,83,21,2497563,35983,0,25
80,482,47,186,88,78,2664234,4788,0,80
52,311,800,3199,66,70,1995810,80066,0,52
12,69,585,2340,24,52,723756,58524,0,12
42,254,786,3143,43,23,1302669,78643,0,42
82,494,226,903,26,99,804897,22626,0,82
44,265,775,3098,97,67,2923401,77597,0,44
78,469,608,2430,50,40,1523520,60850,0,78
31,186,156,624,80,44,2409432,15680,0,31
26,155,6,23,93,70,2798010,693,0,26
19,114,4,16,57,17,1715751,457,0,19
10,61,60,242,31,4,933012,6031,0,10
34,206,592,2369,84,73,2530419,59284,0,34
92,550,998,3994,56,50,1707750,99856,0,92
60,361,542,2167,96,47,2898141,54296,0,60
33,198,297,1187,42,21,1269963,29742,0,33
44,263,488,1952,11,81,343443,48811,0,44
23,141,980,3919,53,26,1596978,98053,0,23
58,349,744,2975,37,21,1127463,74437,0,58
22,130,145,582,12,49,366747,14512,0,22
89,535,493,1974,98,41,2966823,49398,0,89
5,31,703,2810,4,37,121611,70304,0,5
48,285,740,2961,72,95,2174685,74072,0,48
93,556,192,766,79,85,2398155,19279,0,93
43,259,800,3202,44,49,1333047,80044,0,43
2,10,558,2230,70,27,2100681,55870,0,2
86,518,9,36,0,92,26076,900,0,86
19,115,82,327,92,24,2765772,8292,0,19
7,39,760,3040,28,98,842394,76028,0,7
32,192,715,2858,25,41,759723,71525,0,32
16,98,738,2952,12,67,365001,73812,0,16
46,275,218,872,45,18,1363854,21845,0,46
58,347,669,2678,12,56,377568,66912,0,58
11,69,946,3785,77,28,2313384,94677,0,11
85,509,769,3076,17,42,535626,76917,0,85
47,284,533,2134,91,28,2744184,53391,0,47
94,563,260,1041,25,58,778374,26025,0,94
22,133,268,1074,64,62,1926786,26864,0,22
31,185,396,1582,1,67,39501,39601,0,31
10,63,613,2450,48,16,1443048,61348,0,10
61,366,771,3083,71,41,2148423,77171,0,61
93,555,239,955,45,64,1378092,23945,0,93
93,555,693,2774,50,27,1527981,69350,0,93
21,127,809,3237,77,24,2316372,80977,0,21
52,314,118,472,18,6,555618,11818,0,52
47,284,63,253,28,36,854208,6328,0,47
97,580,560,2238,61,48,1859244,56061,0,97
99,592,124,497,65,27,1979781,12465,0,99
13,75,99,398,22,43,664029,9922,0,13
95,572,842,3366,22,86,688758,84222,0,95
99,592,816,3262,47,46,1439838,81647,0,99
18,109,741,2963,17,21,515463,74117,0,18
51,308,955,3820,48,43,1455429,95548,0,51
33,199,224,896,40,9,1209927,22440,0,33
23,140,667,2670,99,41,2977023,66799,0,23
92,552,311,1245,64,28,1947684,31164,0,92
72,434,353,1412,92,17,2781651,35392,0,72
60,363,634,2538,14,32,438096,63414,0,60
2,10,679,2714,51,37,1530711,67951,0,2
24,144,473,1894,3,25,97275,47303,0,24
76,455,431,1726,30,18,922854,43130,0,76
88,528,949,3796,11,84,356652,94911,0,88
58,345,819,3276,29,19,887457,81929,0,58
92,553,88,354,43,23,1317669,8843,0,92
13,77,887,3548,51,10,1533930,88751,0,13
41,247,118,471,67,52,2022456,11867,0,41
76,457,651,2605,17,11,532833,65117,0,76
28,166,147,588,78,13,2348439,14778,0,28
97,584,287,1148,15,57,479271,28715,0,97
61,366,30,120,43,79,1308537,3043,0,61
85,507,190,758,76,21,2305563,19076,0,85
13,75,598,2392,80,28,2403984,59880,0,13
21,123,520,2078,53,46,1596438,52053,0,21
0,2,697,2786,88,2,2640006,69788,0,0
67,402,570,2280,41,92,1250376,57041,0,67
45,268,891,3565,25,84,763752,89125,0,45
70,423,544,2178,34,84,1041252,54434,0,70
69,414,868,3471,19,70,590910,86819,0,69
15,90,58,234,42,5,1264515,5842,0,15
13,78,950,3802,25,82,754146,95025,0,13
73,440,910,3639,33,60,1012080,91033,0,73
45,272,333,1332,72,3,2173509,33372,0,45
64,382,645,2580,45,16,1369248,64545,0,64
73,439,71,285,90,18,2721954,7190,0,73
68,410,430,1720,4,53,140559,43004,0,68
56,333,783,3132,41,78,1247034,78341,0,56
90,540,563,2252,65,29,1977087,56365,0,90
4,22,365,1462,77,57,2311371,36577,0,4
76,455,789,3156,60,97,1823091,78960,0,76
33,200,5,19,99,52,2980056,599,0,33
31,183,132,530,15,5,459315,13215,0,31
83,500,560,2239,7,83,235149,56007,0,83
71,428,6,24,52,80,1581540,652,0,71
78,471,845,3378,41,95,1253685,84541,0,78
14,87,704,2815,71,63,2134389,70471,0,14
19,114,255,1019,56,70,1685910,25556,0,19
89,537,221,882,28,55,866865,22128,0,89
27,159,257,1029,17,1,518103,25717,0,27
18,108,421,1683,95,5,2855415,42195,0,18
69,417,715,2861,23,89,710967,71523,0,69
86,516,124,496,35,40,1075920,12435,0,86
54,326,154,616,75,66,2266398,15475,0,54
29,174,286,1142,90,61,2708883,28690,0,29
18,105,795,3180,82,37,2465511,79582,0,18
86,514,716,2863,2,31,85893,71602,0,86
91,549,390,1558,41,2,1257306,39041,0,91
8,49,305,1219,34,97,1022691,30534,0,8
74,444,913,3653,18,25,562275,91318,0,74
14,81,173,693,21,28,634284,17321,0,14
0,1,459,1834,62,48,1860144,45962,0,0
86,519,876,3506,50,38,1525914,87650,0,86
52,311,581,2323,38,54,1155762,58138,0,52
2,10,761,3046,84,91,2520873,76184,0,2
89,531,659,2635,54,18,1646754,65954,0,89
45,273,864,3458,0,68,13704,86400,0,45
55,329,648,2590,38,34,1156602,64838,0,55
17,99,694,2777,70,75,2105325,69470,0,17
72,430,722,2889,78,38,2361714,72278,0,72
42,252,941,3766,29,87,882861,94129,0,42
84,503,538,2152,13,9,415227,53813,0,84
48,286,594,2375,95,70,2864610,59495,0,48
73,436,269,1075,49,7,1491921,26949,0,73
56,336,847,3387,77,64,2326992,84777,0,56
92,549,23,94,46,99,1407897,2346,0,92
40,243,692,2767,24,68,732204,69224,0,40
26,159,773,3091,22,27,667881,77322,0,26
48,290,697,2789,2,95,74685,69702,0,48
86,519,632,2527,70,17,2125851,63270,0,86
0,-1,72,288,91,79,2730237,7291,0,0
73,438,780,3122,74,67,2242101,78074,0,73
10,58,297,1186,37,92,1113276,29737,0,10
71,423,510,2042,22,26,681378,51022,0,71
57,343,297,1187,85,62,2567286,29785,0,57
54,323,759,3036,61,28,1846284,75961,0,54
67,400,972,3888,81,12,2450136,97281,0,67
91,549,268,1070,29,54,897462,26829,0,91
42,254,22,88,60,86,1812858,2260,0,42
11,65,508,2033,13,54,393462,50813,0,11
16,94,115,462,91,32,2734896,11591,0,16
96,576,396,1584,18,12,568836,39618,0,96
50,297,46,182,73,85,2205255,4673,0,50
43,261,293,1174,31,47,943041,29331,0,43
6,35,245,981,52,51,1561953,24552,0,6
74,444,265,1058,18,95,562485,26518,0,74
46,277,309,1237,26,48,793944,30926,0,46
66,394,53,210,82,38,2479914,5382,0,66
45,271,575,2300,47,36,1423608,57547,0,45
41,247,503,2013,68,87,2052561,50368,0,41
42,250,563,2252,95,12,2862636,56395,0,42
4,26,98,390,68,68,2041404,9868,0,4
24,141,401,1603,43,68,1297404,40143,0,24
57,345,312,1248,6,33,197199,31206,0,57
10,62,914,3658,60,31,1803093,91460,0,10
17,100,516,2063,5,53,155259,51605,0,17
9,53,546,2183,57,94,1712982,54657,0,9
56,335,528,2111,63,8,1906824,52863,0,56
2,11,665,2662,77,33,2310699,66577,0,2
30,178,740,2960,98,87,2949261,74098,0,30
24,145,262,1046,32,35,967305,26232,0,24
84,504,426,1706,40,69,1225407,42640,0,84
88,528,422,1686,29,80,896640,42229,0,88
24,147,200,798,17,79,517437,20017,0,24
18,111,109,435,50,48,1505544,10950,0,18
97,579,787,3148,42,93,1289379,78742,0,97
30,179,841,3365,96,76,2889228,84196,0,30
17,101,765,3061,55,21,1655163,76555,0,17
24,146,0,-2,41,84,1237452,41,0,24
17,101,679,2714,94,34,2825202,67994,0,17
67,402,990,3961,35,8,1070124,99035,0,67
18,110,341,1365,44,46,1325538,34144,0,18
16,96,64,256,65,31,1954893,6465,0,16
22,129,843,3373,20,76,606828,84320,0,22
95,568,242,967,88,4,2668512,24288,0,95
86,514,467,1867,71,66,2155998,46771,0,86
86,519,631,2525,29,80,896040,63129,0,86
58,345,475,1899,35,32,1067496,47535,0,58
61,367,97,387,14,60,438480,9714,0,61
17,103,468,1870,52,43,1565229,46852,0,17
29,176,498,1993,80,38,2408814,49880,0,29
26,157,813,3251,14,94,428082,81314,0,26
70,418,750,3001,92,68,2781204,75092,0,70
32,193,304,1214,93,0,2799600,30493,0,32
1,9,310,1238,81,78,2430534,31081,0,1
63,379,996,3983,57,86,1729158,99657,0,63
83,496,709,2834,10,89,325167,70910,0,83
42,255,696,2783,57,83,1722849,69657,0,42
78,470,331,1322,61,15,1853445,33161,0,78
66,399,184,734,26,69,800007,18426,0,66
41,248,605,2420,26,56,792468,60526,0,41
35,209,930,3718,43,63,1300689,93043,0,35
14,85,558,2231,50,27,1504281,55850,0,14
59,351,214,857,36,10,1097730,21436,0,59
50,298,842,3369,76,81,2295243,84276,0,50
58,345,747,2989,82,68,2477604,74782,0,58
36,216,931,3722,45,25,1360875,93145,0,36
94,564,948,3790,60,86,1828458,94860,0,94
26,157,521,2086,84,69,2528007,52184,0,26
85,513,340,1360,54,83,1645749,34054,0,85
3,15,49,194,10,18,300954,4910,0,3
40,238,759,3035,55,40,1662120,75955,0,40
82,489,524,2096,30,52,924756,52430,0,82
64,387,896,3585,83,40,2509320,89683,0,64
9,54,455,1822,20,32,602796,45520,0,9
80,483,975,3899,42,8,1284024,97542,0,80
72,429,273,1093,48,69,1461807,27348,0,72
36,214,715,2858,79,21,2380863,71579,0,36
18,108,120,481,72,13,2165439,12072,0,18
47,285,819,3278,6,71,194313,81906,0,47
2,11,789,3154,11,35,330705,78911,0,2
50,303,414,1655,65,50,1965150,41465,0,50
37,225,899,3594,81,25,2441175,89981,0,37
83,500,273,1094,11,98,355194,27311,0,83
53,316,542,2166,51,12,1545936,54251,0,53
93,558,674,2696,13,87,418161,67413,0,93
85,507,894,3578,73,86,2215758,89473,0,85
78,466,504,2017,79,75,2393625,50479,0,78
9,52,57,228,73,4,2192712,5773,0,9
49,294,947,3788,12,93,374979,94712,0,49
67,403,779,3115,11,19,350157,77911,0,67
57,343,554,2215,30,69,917307,55430,0,57
26,156,393,1574,43,84,1298052,39343,0,26
55,333,167,670,45,35,1366605,16745,0,55
2,9,674,2695,89,39,2670717,67489,0,2
56,334,635,2542,15,36,466908,63515,0,56
48,289,321,1282,8,48,254544,32108,0,48
27,161,446,1784,68,98,2048394,44668,0,27
80,483,681,2726,22,79,684237,68122,0,80
73,439,678,2710,48,96,1462188,67848,0,73
1,8,75,298,66,58,1980474,7566,0,1
14,81,452,1809,50,48,1504344,45250,0,14
42,253,425,1701,2,7,72621,42502,0,42
63,375,602,2406,58,85,1759155,60258,0,63
84,506,881,3524,94,84,2845452,88194,0,84
78,467,276,1104,63,66,1913598,27663,0,78
64,381,210,840,31,49,949347,21031,0,64
87,519,728,2912,85,91,2576373,72885,0,87
32,191,691,2762,35,59,1059777,69135,0,32
90,537,719,2878,17,21,537063,71917,0,90
89,537,801,3205,63,30,1916790,80163,0,89
78,468,272,1090,5,94,173682,27205,0,78
0,0,402,1607,78,32,2340096,40278,0,0
3,21,197,787,62,42,1861026,19762,0,3
92,549,584,2338,44,56,1347768,58444,0,92
68,410,260,1041,99,5,2990415,26099,0,68
35,212,196,783,69,12,2080536,19669,0,35
86,517,418,1674,33,36,1015908,41833,0,86
65,391,607,2428,42,81,1279743,60742,0,65
57,341,348,1392,26,83,797349,34826,0,57
59,356,696,2782,88,83,2657949,69688,0,59
9,51,964,3857,5,45,152835,96405,0,9
87,520,314,1256,38,7,1166121,31438,0,87
51,306,411,1644,25,26,765378,41125,0,51
4,22,716,2864,52,98,1561494,71652,0,4
98,591,683,2734,67,36,2039508,68367,0,98
42,249,90,359,62,63,1872789,9062,0,42
53,317,698,2792,99,50,2986050,69899,0,53
42,253,669,2675,19,61,582783,66919,0,42
23,139,346,1385,78,42,2347026,34678,0,23
58,346,591,2363,94,10,2837430,59194,0,58
98,588,347,1387,87,77,2639631,34787,0,98
72,433,278,1111,89,95,2691885,27889,0,72
75,450,549,2196,82,63,2482689,54982,0,75
72,431,198,793,52,37,1581711,19852,0,72
83,500,601,2402,42,21,1284963,60142,0,83
36,218,508,2034,92,52,2770956,50892,0,36
63,375,771,3084,99,23,2988969,77199,0,63
50,300,255,1021,34,37,1035111,25534,0,50
18,110,949,3795,97,42,2915526,94997,0,18
94,562,785,3141,92,18,2788254,78592,0,94
17,100,726,2905,73,21,2195163,72673,0,17
11,65,618,2471,63,67,1893501,61863,0,11
0,0,107,427,56,98,1680294,10756,0,0
96,578,839,3356,93,24,2818872,83993,0,96
19,111,839,3358,64,7,1925721,83964,0,19
76,454,907,3630,77,5,2332815,90777,0,76
8,47,365,1462,72,81,2162643,36572,0,8
62,375,935,3741,44,99,1338897,93544,0,62
78,467,383,1531,1,35,53505,38301,0,78
86,515,66,264,65,9,1975827,6665,0,86
79,475,336,1345,15,33,473799,33615,0,79
30,178,178,714,68,19,2049057,17868,0,30
62,374,467,1869,30,45,918735,46730,0,62
69,414,439,1757,33,53,1010859,43933,0,69
88,525,750,2999,87,82,2636646,75087,0,88
91,544,463,1852,8,9,267327,46308,0,91
58,349,583,2331,18,81,557643,58318,0,58
49,297,286,1146,50,15,1514745,28650,0,49
36,218,707,2830,4,5,130815,70704,0,36
76,456,885,3540,95,90,2873070,88595,0,76
5,33,982,3926,23,39,691617,98223,0,5
37,219,903,3614,61,54,1841262,90361,0,37
39,235,3,14,55,75,1661925,355,0,39
51,309,339,1355,34,27,1035381,33934,0,51
15,92,416,1666,62,28,1864584,41662,0,15
32,195,297,1186,99,18,2979654,29799,0,32
82,493,515,2061,57,48,1734744,51557,0,82
69,416,366,1463,50,89,1520967,36650,0,69
22,130,996,3986,43,84,1296852,99643,0,22
46,278,831,3323,5,56,163968,83105,0,46
92,555,775,3098,80,33,2427699,77580,0,92
28,166,42,169,66,27,1988481,4266,0,28
64,386,463,1851,98,65,2959395,46398,0,64
99,596,979,3917,55,88,1679964,97955,0,99
48,290,659,2636,36,22,1094466,65936,0,48
36,218,588,2350,53,3,1600809,58853,0,36
80,478,462,1846,23,74,714222,46223,0,80
6,36,66,263,21,43,631929,6621,0,6
69,412,398,1593,18,87,560961,39818,0,69
46,275,23,93,37,74,1124022,2337,0,46
86,513,361,1445,64,0,1945800,36164,0,86
81,485,47,190,64,44,1944432,4764,0,81
95,569,411,1644,35,34,1078602,41135,0,95
75,453,709,2838,39,47,1192641,70939,0,75
44,264,968,3873,44,28,1333284,96844,0,44
17,102,900,3602,52,38,1565214,90052,0,17
58,348,777,3110,72,77,2177631,77772,0,58
38,230,256,1026,24,62,731586,25624,0,38
7,44,145,580,27,43,812229,14527,0,7
96,574,134,536,36,35,1108905,13436,0,96
34,201,565,2260,33,98,1000494,56533,0,34
54,326,482,1927,93,12,2806236,48293,0,54
41,244,985,3939,3,65,102495,98503,0,41
25,153,471,1886,82,60,2467680,47182,0,25
71,429,678,2710,83,31,2511393,67883,0,71
70,423,737,2950,10,70,321210,73710,0,70
43,258,779,3117,96,68,2893104,77996,0,43
47,285,114,456,77,48,2324244,11477,0,47
96,574,704,2816,93,46,2818938,70493,0,96
59,354,606,2424,50,43,1517829,60650,0,59
14,87,823,3293,76,20,2284260,82376,0,14
84,502,26,102,2,42,85326,2602,0,84
58,348,253,1010,43,4,1307412,25343,0,58
38,229,990,3962,54,62,1631586,99054,0,38
18,107,764,3057,23,86,695658,76423,0,18
58,346,987,3947,47,10,1427430,98747,0,58
18,105,401,1604,74,20,2225460,40174,0,18
7,41,794,3178,20,3,602109,79420,0,7
40,239,137,549,83,66,2502198,13783,0,40
87,523,501,2003,51,22,1556166,50151,0,87
71,423,380,1518,38,79,1161537,38038,0,71
77,464,156,623,31,0,953100,15631,0,77
30,178,479,1917,15,60,459180,47915,0,30
49,296,790,3160,65,12,1964736,79065,0,49
8,45,813,3250,56,2,1682406,81356,0,8
13,80,851,3404,53,92,1594176,85153,0,13
83,498,699,2798,84,3,2544909,69984,0,83
32,192,287,1146,85,87,2559861,28785,0,32
88,525,148,593,6,81,206643,14806,0,88
87,521,993,3973,39,0,1196100,99339,0,87
68,406,522,2090,44,44,1340532,52244,0,68
18,110,897,3587,33,88,995664,89733,0,18
74,442,776,3104,76,34,2302302,77676,0,74
61,367,930,3720,84,57,2538471,93084,0,61
95,571,941,3764,72,1,2188503,94172,0,95
49,293,393,1573,5,78,164934,39305,0,49
50,303,154,616,31,17,945051,15431,0,50
46,273,224,896,6,5,193815,22406,0,46
59,357,7,26,61,22,1847766,761,0,59
32,194,969,3874,26,21,789663,96926,0,32
10,61,58,231,59,2,1773006,5859,0,10
86,516,964,3856,4,41,145923,96404,0,86
81,488,684,2737,16,39,504417,68416,0,81
81,488,168,672,73,70,2214510,16873,0,81
34,201,880,3521,63,82,1900446,88063,0,34
12,75,126,502,18,66,543798,12618,0,12
31,189,868,3471,20,99,609597,86820,0,31
73,441,908,3633,47,75,1432125,90847,0,73
16,94,868,3474,53,18,1594854,86853,0,16
74,441,952,3806,27,15,832245,95227,0,74
